id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
1441,The Ladies,['Fiction'],Open Road Media,2014-11-11,213.0,https://play.google.com/store/books/details?id=rnmMBAAAQBAJ&rdid=book-rnmMBAAAQBAJ&rdot=1&source=gbs_api,10.99,4.0,2.0,MATURE,en,"A tender and imaginative retelling of the adventures of two of history’s most compelling women In 1778 Eleanor Butler and Sarah Ponsonby left County Kilkenny for Wales to live together as a married couple. Both well born, highly educated Irish women, the Ladies of Llangollen, as they came to be known, defied all eighteenth-century social convention and spent half a century together in a loving relationship. Removed from the intrusive gaze of the world, the fictional Eleanor and Sarah retreat to their shared home to study literature and language and enjoy their solitude. In an imagined account, Doris Grumbach brings this gripping chronicle to new audiences. With a keen sense of the rhythms and routines of longtime partnership, Grumbach breathes vivid life into this fascinating story of a passion both shocking and steadfast.",http://books.google.com/books/content?id=rnmMBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1442,Life in a Day,['Biography & Autobiography'],Open Road Media,2014-12-02,141.0,https://play.google.com/store/books/details?id=Mo_CBAAAQBAJ&rdid=book-Mo_CBAAAQBAJ&rdot=1&source=gbs_api,17.99,,,NOT_MATURE,en,"A look into the daily life of one of America’s great memoirists At seventy-seven Doris Grumbach is as sharp as ever, and in Life in a Day she examines the experiences of her later years, from the dreaded writer’s block to the many hours she has spent reading to the effects of an increasingly modern and interconnected world. Imbued with Grumbach’s characteristic candor and verve, Life in a Day is a celebration of the meaning to be found in the quotidian.",http://books.google.com/books/content?id=Mo_CBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1443,Life in a Day,['Biography & Autobiography'],Beacon Press,1997-10,140.0,,,,,NOT_MATURE,en,"The American writer reflects on her life through a series of ordinary experiences in her small Maine town, including praying, gardening, cooking, working, and sorting her mail",http://books.google.com/books/content?id=vnCyw0pRyFoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1444,The Collected Memoirs Volume One,['Biography & Autobiography'],Open Road Media,2018-11-20,516.0,https://play.google.com/store/books/details?id=iZt5DwAAQBAJ&rdid=book-iZt5DwAAQBAJ&rdot=1&source=gbs_api,46.99,,,NOT_MATURE,en,"Three memoirs about isolation, aging, and death from an author whose “private self is as intelligent and generous as her public persona” (Publishers Weekly). Fifty Days of Solitude: Faced with a rare opportunity to experiment with true solitude, Doris Grumbach decided to live in her coastal Maine home without speaking to anyone for fifty days. A New York Times Notable Book, the result is a “quiet, elegantly written” recollection about what it means to write, to be alone, and to come to terms with mortality (Publishers Weekly). The Pleasure of Their Company: As her eightieth birthday approaches, Doris Grumbach uses the event as an opportunity both to look backward and to grow. She weaves a delightful tapestry of “surprising and meaningful observations,” allowing readers a glimpse into her life and the characters that have peopled her nearly eight decades on Earth (Library Journal). Extra Innings: This New York Times Notable Book follows a year in Doris Grumbach’s life, beginning with the release of her memoir Coming into the End Zone, and revealing that she possesses as keen an eye in her seventies as she did when she wrote The Spoil of Flowers thirty years earlier. In this “clear, honest picture of her own old age,” Grumbach details each passing month with their trials and triumphs (Library Journal).",http://books.google.com/books/content?id=iZt5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1445,The Spoil of the Flowers,['Suicide'],,1962,187.0,,,,,NOT_MATURE,en,The last Saturday of the semester brings tragedy to the faculty of a girls' preparatory school.,http://books.google.com/books/content?id=6idHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Doris Grumbach']
1446,The Collected Novels Volume One,['Fiction'],Open Road Media,2018-11-20,437.0,https://play.google.com/store/books/details?id=gZt5DwAAQBAJ&rdid=book-gZt5DwAAQBAJ&rdot=1&source=gbs_api,20.99,,,MATURE,en,"Two compelling works of fiction from a feminist literary icon hailed as “Virginia Woolf without the evasive prettifying” (The New York Times). Chamber Music: Caroline Maclaren, the widow of a prominent composer, is finally going to tell her own life story. Taking pen to paper, she relives her sheltered youth, her chilly marriage to a brilliant man, and the melancholy solitude she experienced until she found loving companionship with her ill husband’s caretaker, Anna. This masterful tale of passion late in life is widely considered Grumbach’s finest work. The Ladies: In 1778, Eleanor Butler and Sarah Ponsonby left Ireland to live together in Wales as a married couple. Well-born and highly educated, the Ladies of Llangollen—as they came to be known—defied social convention, spending half a century in a devoted relationship. In this fictionalized account, Grumbach breathes vivid life into this fascinating story that is “a true classic on that rarest of relationships, companions of the heart” (San Francisco Examiner & Chronicle). A truly groundbreaking talent whose writing “depicts lesbianism as a positive, life-giving force in women’s lives,” Doris Grumbach’s words continue to move the hearts and minds of a new generation of readers (Ann Cothran).",http://books.google.com/books/content?id=gZt5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Doris Grumbach']
1447,What Is the Grass: Walt Whitman in My Life,['Biography & Autobiography'],W. W. Norton & Company,2020-04-14,288.0,https://play.google.com/store/books/details?id=z_KoDwAAQBAJ&rdid=book-z_KoDwAAQBAJ&rdot=1&source=gbs_api,15.95,,,NOT_MATURE,en,"Named a Most Anticipated Book of 2020 by Buzzfeed, Library Journal, The Millions, and The Rumpus Effortlessly blending biography, criticism, and memoir, National Book Award–winning poet and best-selling memoirist Mark Doty explores his personal quest for Walt Whitman. Mark Doty has always felt haunted by Walt Whitman’s bold, perennially new American voice, and by his equally radical claims about body and soul and what it means to be a self. In What Is the Grass, Doty—a poet, a New Yorker, and an American—keeps company with Whitman and his Leaves of Grass, tracing the resonances between his own experience and the legendary poet’s life and work. What is it then between us? Whitman asks. In search of an answer, Doty explores spaces—both external and internal—where he finds the poet’s ghost. He meditates on desire, love, and the mysterious wellsprings of the poet’s enduring work: a radical experience of transformation and enlightenment, queer sexuality, and an obsession with death, as well as unabashed love for a great city and for the fresh, rowdy character of American speech. In riveting close readings threaded with personal memoir and illuminated by awe, Doty reveals the power of Whitman’s persistent presence in his life and in the American imagination at large. How does a voice survive death? What Is the Grass is a conversation across time and space, a study of the astonishment one poet finds in the accomplishment of another, and an attempt to grasp Whitman’s deeply hopeful vision of human possibility.",http://books.google.com/books/content?id=z_KoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Mark Doty']
1448,My Alexandria,['Poetry'],University of Illinois Press,1993,89.0,,,3.5,4.0,NOT_MATURE,en,"A book about mortality, the mortal weight of AIDS in particular.",http://books.google.com/books/content?id=aMwY-ttOEBkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"['Distinguished Writer Mark Doty', 'Mark Doty']"
1449,Fire to Fire,['Poetry'],Harper Collins,2009-10-13,336.0,https://play.google.com/store/books/details?id=LdTOBHVwe5UC&rdid=book-LdTOBHVwe5UC&rdot=1&source=gbs_api,6.99,3.5,4.0,NOT_MATURE,en,"Mark Doty's Fire to Fire collects the best of his seven books of poetry, along with a generous selection of new work. His signature style encompasses both the plainspoken and the artfully wrought, as one of contemporary American poetry's most lauded, recognizable voices speaks to the crises and possibilities of our time.",http://books.google.com/books/content?id=LdTOBHVwe5UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Mark Doty']
1450,Damascus,['Fiction'],Atlantic Books,2020-03-05,,,,3.5,2.0,NOT_MATURE,en,"'We are despised, yet we grow. We are tortured and crucified and yet we flourish. We are hated and still we multiply. Why is that? You must wonder, how is it we survive?' In a far corner of the Roman Empire, a radical sect is growing. Alone, unloved and battling his sexuality, Saul scrapes together a living exposing these nascent Christians, but on the road to Damascus, everything changes. Saul - now Paul - becomes drawn into this new religion and its mysterious leader, whose crucifixion leaves followers waiting in limbo for his promised return. As factions splinter and competition to create the definitive version of Christ's life grows violent, he begins to question his new faith and the man at its heart. Damascus is an unflinching dissection of doubt, faith, tyranny, revolution, cruelty and sacrifice. A vivid and visceral novel with perennial concerns, it is a masterpiece of imagination and transformation.",http://books.google.com/books/content?id=H8S2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Christos Tsiolkas']
1451,Barracuda,['Fiction'],Harper Collins,2014-04-01,528.0,,,,,NOT_MATURE,en,"From the award-winning author of The Slap comes a powerfully moving story of forgiveness and a young man’s struggle towards maturity. His whole life, Danny Kelly has wanted just one thing: to win Olympic gold. Everything he’s ever done--every thought, every dream, every action--has taken him closer to that moment of glory, of vindication, when the world would see him for what he is: the fastest, the strongest and the best. His life has been a preparation for that moment. His parents struggle so that he can attend the most prestigious private school, with the finest swimming program. Danny loathes it there and is bullied and shunned as an outsider, but his coach is the best, and he knows Danny is too--better than all those rich boys, those pretenders. Danny’s win-at-all-costs ferocity gradually wins favour with the coolest boys--he’s Barracuda, he’s the psycho, he’s everything they want to be but don’t have the guts to become. He’s going to show them all. Should we teach our children to win, or should we teach them to live? How do we make and remake our lives? Can we atone for the past? Can we overcome shame? And what does it mean to be a good person? A searing and provocative novel by the acclaimed author of international bestseller The Slap, Barracuda is an unflinching look at modern society, at our hopes and dreams, our friendships and our families. It is about class and sport and politics and migration and education. It is about family and friendship and love and work, the identities we inhabit and discard, the means by which we fill the holes at our centre. Barracuda is brutal, tender and blazingly brilliant--everything we have come to expect from this fearless vivisector of our lives and our world.",http://books.google.com/books/content?id=0a5XAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Christos Tsiolkas']
